,0
146,NCIMB_gene_1549
147,NCIMB_gene_1551
148,NCIMB_gene_1552
149,NCIMB_gene_1553
150,NCIMB_gene_1554
151,NCIMB_gene_1556
152,NCIMB_gene_1557
153,NCIMB_gene_1558
154,NCIMB_gene_1563
155,NCIMB_gene_1564
156,NCIMB_gene_1569
157,NCIMB_gene_1570
158,NCIMB_gene_1572
159,NCIMB_gene_1573
160,NCIMB_gene_1575
161,NCIMB_gene_1578
162,NCIMB_gene_1580
163,NCIMB_gene_1581
164,NCIMB_gene_1582
165,NCIMB_gene_1583
166,NCIMB_gene_564
167,NCIMB_gene_563
168,NCIMB_gene_562
169,NCIMB_gene_561
170,NCIMB_gene_560
171,NCIMB_gene_559
172,NCIMB_gene_558
173,NCIMB_gene_556
174,NCIMB_gene_555
175,NCIMB_gene_2448
176,NCIMB_gene_2444
177,NCIMB_gene_2443
178,NCIMB_gene_2442
179,NCIMB_gene_2440
180,NCIMB_gene_2439
181,NCIMB_gene_2438
182,NCIMB_gene_2437
183,NCIMB_gene_2434
184,NCIMB_gene_2430
185,NCIMB_gene_2429
186,NCIMB_gene_2427
187,NCIMB_gene_194
188,NCIMB_gene_193
189,NCIMB_gene_192
190,NCIMB_gene_191
191,NCIMB_gene_189
192,NCIMB_gene_179
193,NCIMB_gene_178
194,NCIMB_gene_176
195,NCIMB_gene_175
196,gene_596
197,gene_597
198,NCIMB_gene_1459
199,NCIMB_gene_1457
200,NCIMB_gene_1451
201,NCIMB_gene_2647
202,NCIMB_gene_2643
203,NCIMB_gene_2633
204,NCIMB_gene_2630
205,NCIMB_gene_2629
206,NCIMB_gene_2622
207,NCIMB_gene_2618
208,NCIMB_gene_2617
209,NCIMB_gene_2614
210,NCIMB_gene_2613
211,NCIMB_gene_877
212,NCIMB_gene_878
213,NCIMB_gene_879
214,NCIMB_gene_880
215,NCIMB_gene_881
216,NCIMB_gene_882
217,NCIMB_gene_883
218,NCIMB_gene_884
219,NCIMB_gene_885
220,NCIMB_gene_886
221,NCIMB_gene_888
222,NCIMB_gene_891
223,NCIMB_gene_894
224,NCIMB_gene_895
225,NCIMB_gene_896
226,NCIMB_gene_898
227,NCIMB_gene_900
228,NCIMB_gene_912
229,NCIMB_gene_333
230,NCIMB_gene_640
231,NCIMB_gene_2791
232,NCIMB_gene_2788
233,NCIMB_gene_2787
234,NCIMB_gene_2785
235,NCIMB_gene_2784
236,NCIMB_gene_2783
237,NCIMB_gene_2781
238,NCIMB_gene_2780
239,NCIMB_gene_2780
240,NCIMB_gene_2779
241,NCIMB_gene_2778
242,NCIMB_gene_2776
243,NCIMB_gene_2769
244,NCIMB_gene_2768
245,NCIMB_gene_2767
246,NCIMB_gene_2766
247,NCIMB_gene_2764
248,NCIMB_gene_2762
249,NCIMB_gene_2758
250,NCIMB_gene_2752
251,NCIMB_gene_2750
252,NCIMB_gene_2745
253,NCIMB_gene_2744
254,NCIMB_gene_2743
255,NCIMB_gene_2738
256,NCIMB_gene_2733
257,NCIMB_gene_2732
258,gene_762
259,NCIMB_gene_2716
260,NCIMB_gene_2712
261,NCIMB_gene_2711
262,NCIMB_gene_2709
263,NCIMB_gene_2708
264,NCIMB_gene_2707
265,NCIMB_gene_2705
266,NCIMB_gene_2704
267,NCIMB_gene_2703
268,NCIMB_gene_123
269,gene_788
270,NCIMB_gene_1075
271,NCIMB_gene_1000
272,NCIMB_gene_999
273,NCIMB_gene_996
274,NCIMB_gene_994
275,NCIMB_gene_991
276,NCIMB_gene_988
277,NCIMB_gene_980
278,NCIMB_gene_974
279,NCIMB_gene_836
280,NCIMB_gene_2133
281,NCIMB_gene_2133
282,NCIMB_gene_2132
283,NCIMB_gene_2130
284,NCIMB_gene_2129
285,NCIMB_gene_2128
286,NCIMB_gene_2127
287,NCIMB_gene_2126
288,NCIMB_gene_2125
289,NCIMB_gene_2124
290,NCIMB_gene_2122
291,NCIMB_gene_2114
292,NCIMB_gene_2113
293,NCIMB_gene_2112
294,NCIMB_gene_2110
295,NCIMB_gene_2108
296,NCIMB_gene_1848
297,NCIMB_gene_1849
298,NCIMB_gene_1850
299,NCIMB_gene_1851
300,NCIMB_gene_1855
301,NCIMB_gene_1856
302,NCIMB_gene_1860
303,NCIMB_gene_1863
304,NCIMB_gene_1864
305,NCIMB_gene_1865
306,NCIMB_gene_1866
307,NCIMB_gene_1867
308,NCIMB_gene_1868
309,NCIMB_gene_1871
310,NCIMB_gene_1873
311,NCIMB_gene_1591
312,NCIMB_gene_1592
313,NCIMB_gene_1595
314,NCIMB_gene_1606
315,NCIMB_gene_1607
316,NCIMB_gene_1608
317,NCIMB_gene_1609
318,NCIMB_gene_1610
319,NCIMB_gene_1611
320,NCIMB_gene_1612
321,NCIMB_gene_1613
322,NCIMB_gene_1626
323,NCIMB_gene_1627
324,NCIMB_gene_1630
325,NCIMB_gene_1634
326,NCIMB_gene_1636
327,NCIMB_gene_1638
328,NCIMB_gene_1639
329,NCIMB_gene_1643
330,NCIMB_gene_1645
331,NCIMB_gene_1646
332,NCIMB_gene_1647
333,NCIMB_gene_1648
334,NCIMB_gene_1655
335,NCIMB_gene_1665
336,NCIMB_gene_1666
337,NCIMB_gene_1667
338,NCIMB_gene_1670
339,NCIMB_gene_1671
340,NCIMB_gene_1672
341,NCIMB_gene_1673
342,NCIMB_gene_1675
343,NCIMB_gene_1676
344,NCIMB_gene_1677
345,NCIMB_gene_1679
346,NCIMB_gene_1680
347,NCIMB_gene_1688
348,NCIMB_gene_1691
349,NCIMB_gene_1692
350,NCIMB_gene_1694
351,NCIMB_gene_1695
352,NCIMB_gene_1696
353,NCIMB_gene_1697
354,NCIMB_gene_1698
355,NCIMB_gene_1699
356,NCIMB_gene_1700
357,NCIMB_gene_1701
358,NCIMB_gene_1702
359,NCIMB_gene_1703
360,NCIMB_gene_1708
361,NCIMB_gene_1710
362,NCIMB_gene_1711
363,NCIMB_gene_1712
364,NCIMB_gene_1714
365,NCIMB_gene_1723
366,NCIMB_gene_1725
367,NCIMB_gene_1727
368,NCIMB_gene_1730
369,NCIMB_gene_1731
370,NCIMB_gene_1734
371,NCIMB_gene_1735
372,NCIMB_gene_1737
373,NCIMB_gene_1746
374,NCIMB_gene_1765
375,NCIMB_gene_1766
376,NCIMB_gene_1768
377,NCIMB_gene_1769
378,NCIMB_gene_1775
379,NCIMB_gene_1777
380,NCIMB_gene_1778
381,NCIMB_gene_1779
382,NCIMB_gene_1780
383,NCIMB_gene_1781
384,NCIMB_gene_1782
385,NCIMB_gene_1790
386,NCIMB_gene_1794
387,NCIMB_gene_1795
388,NCIMB_gene_1796
389,NCIMB_gene_1798
390,NCIMB_gene_1799
391,NCIMB_gene_1800
392,NCIMB_gene_1801
393,NCIMB_gene_1802
394,NCIMB_gene_1803
395,NCIMB_gene_1809
396,NCIMB_gene_1813
397,NCIMB_gene_1814
398,NCIMB_gene_1818
399,NCIMB_gene_1821
400,NCIMB_gene_1825
401,NCIMB_gene_1826
402,NCIMB_gene_306
403,NCIMB_gene_308
404,NCIMB_gene_313
405,NCIMB_gene_314
406,NCIMB_gene_316
407,NCIMB_gene_317
408,NCIMB_gene_324
409,NCIMB_gene_328
410,NCIMB_gene_333
411,NCIMB_gene_334
412,NCIMB_gene_937
413,NCIMB_gene_937
414,NCIMB_gene_337
415,NCIMB_gene_338
416,NCIMB_gene_341
417,NCIMB_gene_342
418,NCIMB_gene_343
419,NCIMB_gene_347
420,NCIMB_gene_352
421,NCIMB_gene_355
422,NCIMB_gene_356
423,NCIMB_gene_357
424,NCIMB_gene_358
425,NCIMB_gene_359
426,NCIMB_gene_360
427,NCIMB_gene_366
428,NCIMB_gene_370
429,NCIMB_gene_371
430,NCIMB_gene_374
431,NCIMB_gene_375
432,NCIMB_gene_382
433,NCIMB_gene_386
434,NCIMB_gene_388
435,NCIMB_gene_390
436,NCIMB_gene_391
437,NCIMB_gene_392
438,NCIMB_gene_397
439,NCIMB_gene_399
440,NCIMB_gene_405
441,NCIMB_gene_408
442,NCIMB_gene_409
443,NCIMB_gene_410
444,NCIMB_gene_411
445,NCIMB_gene_413
446,NCIMB_gene_2611
447,NCIMB_gene_2611
448,NCIMB_gene_2609
449,NCIMB_gene_2607
450,NCIMB_gene_2606
451,NCIMB_gene_2603
452,NCIMB_gene_2600
453,NCIMB_gene_2597
454,NCIMB_gene_2592
455,NCIMB_gene_2589
456,NCIMB_gene_2587
457,NCIMB_gene_2579
458,NCIMB_gene_2566
459,NCIMB_gene_2940
460,NCIMB_gene_2555
461,NCIMB_gene_2555
462,NCIMB_gene_2552
463,NCIMB_gene_2551
464,NCIMB_gene_2547
465,NCIMB_gene_2546
466,NCIMB_gene_2545
467,NCIMB_gene_2540
468,NCIMB_gene_2536
469,NCIMB_gene_2533
470,NCIMB_gene_2533
471,NCIMB_gene_2528
472,NCIMB_gene_2526
473,NCIMB_gene_2525
474,NCIMB_gene_2524
475,NCIMB_gene_2523
476,NCIMB_gene_2522
477,NCIMB_gene_2520
478,NCIMB_gene_2511
479,NCIMB_gene_2509
480,NCIMB_gene_2369
481,NCIMB_gene_2505
482,NCIMB_gene_2501
483,NCIMB_gene_2478
484,NCIMB_gene_2845
485,NCIMB_gene_2836
486,NCIMB_gene_2835
487,NCIMB_gene_2834
488,NCIMB_gene_2831
489,NCIMB_gene_2830
490,NCIMB_gene_2829
491,NCIMB_gene_2828
492,NCIMB_gene_2827
493,NCIMB_gene_2826
494,NCIMB_gene_2825
495,NCIMB_gene_2824
496,NCIMB_gene_2823
497,NCIMB_gene_2821
498,NCIMB_gene_2818
499,NCIMB_gene_2817
500,NCIMB_gene_2816
501,NCIMB_gene_2815
502,NCIMB_gene_2808
503,NCIMB_gene_2807
504,NCIMB_gene_2806
505,NCIMB_gene_875
506,NCIMB_gene_1190
507,NCIMB_gene_1192
508,NCIMB_gene_1198
509,NCIMB_gene_391
510,NCIMB_gene_1203
511,NCIMB_gene_1205
512,NCIMB_gene_1206
513,NCIMB_gene_1208
514,NCIMB_gene_1208
515,NCIMB_gene_1212
516,NCIMB_gene_1216
517,NCIMB_gene_1217
518,NCIMB_gene_1221
519,NCIMB_gene_1227
520,NCIMB_gene_1228
521,NCIMB_gene_1231
522,NCIMB_gene_1232
523,NCIMB_gene_1233
524,NCIMB_gene_1234
525,NCIMB_gene_1236
526,NCIMB_gene_1237
527,NCIMB_gene_1239
528,NCIMB_gene_1241
529,NCIMB_gene_1242
530,NCIMB_gene_1244
531,NCIMB_gene_1245
532,NCIMB_gene_1249
533,NCIMB_gene_1252
534,NCIMB_gene_1262
535,NCIMB_gene_1267
536,NCIMB_gene_1269
537,NCIMB_gene_1274
538,NCIMB_gene_1278
539,NCIMB_gene_1280
540,NCIMB_gene_1281
541,NCIMB_gene_1282
542,NCIMB_gene_1286
543,NCIMB_gene_1287
544,NCIMB_gene_1291
545,NCIMB_gene_1295
546,NCIMB_gene_1299
547,NCIMB_gene_1300
548,NCIMB_gene_1301
549,NCIMB_gene_1312
550,NCIMB_gene_1314
551,NCIMB_gene_1315
552,NCIMB_gene_1316
553,NCIMB_gene_1320
554,NCIMB_gene_1323
555,gene_1547
556,NCIMB_gene_2434
557,NCIMB_gene_115
558,NCIMB_gene_114
559,NCIMB_gene_112
560,NCIMB_gene_111
561,NCIMB_gene_110
562,NCIMB_gene_109
563,NCIMB_gene_106
564,NCIMB_gene_105
565,NCIMB_gene_100
566,NCIMB_gene_98
567,NCIMB_gene_92
568,NCIMB_gene_91
569,NCIMB_gene_86
570,NCIMB_gene_84
571,NCIMB_gene_84
572,NCIMB_gene_83
573,NCIMB_gene_82
574,NCIMB_gene_79
575,NCIMB_gene_76
576,NCIMB_gene_70
577,NCIMB_gene_69
578,NCIMB_gene_65
579,NCIMB_gene_57
580,NCIMB_gene_56
581,NCIMB_gene_50
582,NCIMB_gene_47
583,NCIMB_gene_46
584,NCIMB_gene_45
585,NCIMB_gene_44
586,NCIMB_gene_40
587,NCIMB_gene_37
588,NCIMB_gene_35
589,NCIMB_gene_34
590,NCIMB_gene_33
591,NCIMB_gene_28
592,NCIMB_gene_23
593,NCIMB_gene_20
594,NCIMB_gene_17
595,NCIMB_gene_3753
596,NCIMB_gene_13
597,NCIMB_gene_3743
598,NCIMB_gene_3
599,NCIMB_gene_2
600,NCIMB_gene_3739
601,NCIMB_gene_3736
602,NCIMB_gene_3732
603,NCIMB_gene_1336
604,NCIMB_gene_1337
605,NCIMB_gene_694
606,NCIMB_gene_1338
607,NCIMB_gene_1339
608,NCIMB_gene_1346
609,NCIMB_gene_1353
610,NCIMB_gene_1356
611,NCIMB_gene_1357
612,NCIMB_gene_1359
613,NCIMB_gene_1362
614,NCIMB_gene_1364
615,NCIMB_gene_1366
616,NCIMB_gene_1369
617,NCIMB_gene_1371
618,NCIMB_gene_1372
619,NCIMB_gene_1373
620,NCIMB_gene_1374
621,NCIMB_gene_1375
622,NCIMB_gene_1383
623,NCIMB_gene_1384
624,NCIMB_gene_1388
625,NCIMB_gene_1399
626,NCIMB_gene_1401
627,NCIMB_gene_1405
628,NCIMB_gene_1406
629,NCIMB_gene_1408
630,NCIMB_gene_1409
631,NCIMB_gene_1410
632,NCIMB_gene_1411
633,NCIMB_gene_1412
634,NCIMB_gene_1413
635,NCIMB_gene_1431
636,NCIMB_gene_1432
637,NCIMB_gene_1433
638,NCIMB_gene_1434
639,NCIMB_gene_1435
640,gene_1779
641,gene_1780
642,NCIMB_gene_1829
643,NCIMB_gene_972
644,NCIMB_gene_971
645,NCIMB_gene_969
646,NCIMB_gene_962
647,NCIMB_gene_961
648,NCIMB_gene_960
649,NCIMB_gene_959
650,NCIMB_gene_959
651,NCIMB_gene_958
652,NCIMB_gene_957
653,NCIMB_gene_2000
654,NCIMB_gene_1997
655,NCIMB_gene_1996
656,NCIMB_gene_1995
657,NCIMB_gene_1994
658,NCIMB_gene_1992
659,NCIMB_gene_1990
660,NCIMB_gene_1988
661,NCIMB_gene_1987
662,NCIMB_gene_1986
663,NCIMB_gene_1983
664,NCIMB_gene_1982
665,NCIMB_gene_1980
666,NCIMB_gene_1978
667,NCIMB_gene_1976
668,NCIMB_gene_1973
669,NCIMB_gene_1968
670,NCIMB_gene_1963
671,NCIMB_gene_1960
672,NCIMB_gene_1957
673,NCIMB_gene_1956
674,NCIMB_gene_1955
675,NCIMB_gene_1951
676,NCIMB_gene_1950
677,NCIMB_gene_1942
678,NCIMB_gene_1941
679,NCIMB_gene_1940
680,NCIMB_gene_1939
681,NCIMB_gene_2150
682,NCIMB_gene_2148
683,NCIMB_gene_2143
684,NCIMB_gene_2137
685,NCIMB_gene_2134
686,NCIMB_gene_951
687,NCIMB_gene_950
688,NCIMB_gene_947
689,NCIMB_gene_945
690,NCIMB_gene_944
691,NCIMB_gene_943
692,NCIMB_gene_937
693,gene_1932
694,NCIMB_gene_929
695,NCIMB_gene_928
696,NCIMB_gene_926
697,NCIMB_gene_925
698,NCIMB_gene_924
699,NCIMB_gene_923
700,NCIMB_gene_914
701,NCIMB_gene_914
702,gene_1965
703,NCIMB_gene_2166
704,NCIMB_gene_364
705,NCIMB_gene_873
706,NCIMB_gene_869
707,NCIMB_gene_867
708,NCIMB_gene_866
709,NCIMB_gene_864
710,NCIMB_gene_549
711,NCIMB_gene_548
712,NCIMB_gene_547
713,NCIMB_gene_544
714,NCIMB_gene_543
715,NCIMB_gene_543
716,NCIMB_gene_541
717,NCIMB_gene_540
718,NCIMB_gene_538
719,NCIMB_gene_537
720,NCIMB_gene_536
721,NCIMB_gene_534
722,NCIMB_gene_532
723,NCIMB_gene_529
724,NCIMB_gene_527
725,NCIMB_gene_525
726,NCIMB_gene_522
727,NCIMB_gene_516
728,NCIMB_gene_514
729,NCIMB_gene_513
730,NCIMB_gene_512
731,NCIMB_gene_511
732,NCIMB_gene_510
733,NCIMB_gene_508
734,NCIMB_gene_507
735,NCIMB_gene_506
736,NCIMB_gene_505
737,NCIMB_gene_504
738,NCIMB_gene_503
739,NCIMB_gene_502
740,NCIMB_gene_500
741,NCIMB_gene_499
742,NCIMB_gene_2414
743,NCIMB_gene_2413
744,NCIMB_gene_2412
745,NCIMB_gene_850
746,NCIMB_gene_849
747,NCIMB_gene_844
748,NCIMB_gene_842
749,NCIMB_gene_841
750,NCIMB_gene_1911
751,NCIMB_gene_1906
752,NCIMB_gene_1904
753,NCIMB_gene_1893
754,NCIMB_gene_1884
755,NCIMB_gene_1883
756,NCIMB_gene_1882
757,NCIMB_gene_1881
758,NCIMB_gene_1878
759,NCIMB_gene_690
760,NCIMB_gene_1252
761,NCIMB_gene_980
762,NCIMB_gene_959
763,NCIMB_gene_2215
764,NCIMB_gene_2237
765,NCIMB_gene_2876
766,NCIMB_gene_1143
767,NCIMB_gene_1144
768,NCIMB_gene_1146
769,NCIMB_gene_1159
770,NCIMB_gene_1162
771,NCIMB_gene_1178
772,NCIMB_gene_1181
773,NCIMB_gene_1182
774,NCIMB_gene_271
775,gene_2190
776,gene_2193
777,NCIMB_gene_2127
778,NCIMB_gene_1834
779,NCIMB_gene_580
780,gene_2209
781,NCIMB_gene_2592
782,NCIMB_gene_1034
783,NCIMB_gene_3567
784,NCIMB_gene_873
785,NCIMB_gene_873
786,NCIMB_gene_2788
787,NCIMB_gene_2886
788,NCIMB_gene_2879
789,NCIMB_gene_2876
790,NCIMB_gene_2875
791,NCIMB_gene_2874
792,NCIMB_gene_2872
793,NCIMB_gene_2868
794,NCIMB_gene_2863
795,NCIMB_gene_2857
796,NCIMB_gene_2856
797,NCIMB_gene_2852
798,NCIMB_gene_2849
799,NCIMB_gene_2845
800,NCIMB_gene_2400
801,NCIMB_gene_2398
802,NCIMB_gene_2397
803,NCIMB_gene_2396
804,NCIMB_gene_2394
805,NCIMB_gene_2392
806,NCIMB_gene_2390
807,NCIMB_gene_2389
808,NCIMB_gene_2387
809,NCIMB_gene_2376
810,NCIMB_gene_2375
811,NCIMB_gene_2374
812,NCIMB_gene_2369
813,NCIMB_gene_2367
814,NCIMB_gene_2365
815,NCIMB_gene_2365
816,NCIMB_gene_2364
817,NCIMB_gene_2360
818,NCIMB_gene_2359
819,NCIMB_gene_2357
820,NCIMB_gene_2353
821,NCIMB_gene_2350
822,NCIMB_gene_2349
823,NCIMB_gene_2345
824,NCIMB_gene_2341
825,NCIMB_gene_2339
826,NCIMB_gene_2339
827,NCIMB_gene_2338
828,NCIMB_gene_2335
829,NCIMB_gene_2326
830,NCIMB_gene_2325
831,NCIMB_gene_2324
832,NCIMB_gene_2322
833,NCIMB_gene_2318
834,NCIMB_gene_2314
835,NCIMB_gene_2313
836,NCIMB_gene_2312
837,NCIMB_gene_2310
838,NCIMB_gene_2309
839,NCIMB_gene_2308
840,NCIMB_gene_2307
841,NCIMB_gene_2305
842,NCIMB_gene_2304
843,NCIMB_gene_2303
844,NCIMB_gene_2302
845,NCIMB_gene_2301
846,NCIMB_gene_2300
847,NCIMB_gene_2295
848,NCIMB_gene_2294
849,NCIMB_gene_2292
850,NCIMB_gene_2291
851,NCIMB_gene_2290
852,NCIMB_gene_2289
853,NCIMB_gene_2288
854,NCIMB_gene_2285
855,NCIMB_gene_2283
856,NCIMB_gene_2282
857,NCIMB_gene_2281
858,NCIMB_gene_2280
859,NCIMB_gene_2276
860,NCIMB_gene_2275
861,NCIMB_gene_2269
862,NCIMB_gene_2267
863,NCIMB_gene_2260
864,NCIMB_gene_2258
865,NCIMB_gene_2256
866,NCIMB_gene_2253
867,NCIMB_gene_2251
868,NCIMB_gene_2250
869,NCIMB_gene_2246
870,NCIMB_gene_2245
871,NCIMB_gene_2244
872,NCIMB_gene_2243
873,NCIMB_gene_683
874,NCIMB_gene_2152
875,NCIMB_gene_366
876,gene_2460
877,gene_2461
878,NCIMB_gene_3494
879,gene_2463
880,NCIMB_gene_364
881,gene_2468
882,NCIMB_gene_360
883,NCIMB_gene_2396
884,NCIMB_gene_2237
885,NCIMB_gene_2236
886,NCIMB_gene_2212
887,NCIMB_gene_2235
888,NCIMB_gene_2206
889,NCIMB_gene_2204
890,NCIMB_gene_2196
891,NCIMB_gene_2194
892,NCIMB_gene_2193
893,NCIMB_gene_2191
894,NCIMB_gene_2190
895,NCIMB_gene_2189
896,NCIMB_gene_2188
897,NCIMB_gene_2187
898,NCIMB_gene_2186
899,NCIMB_gene_2184
900,NCIMB_gene_2183
901,NCIMB_gene_175
902,NCIMB_gene_2182
903,NCIMB_gene_924
904,NCIMB_gene_3521
905,NCIMB_gene_2176
906,NCIMB_gene_2175
907,NCIMB_gene_2174
908,NCIMB_gene_2166
909,NCIMB_gene_2164
910,NCIMB_gene_2079
911,NCIMB_gene_2079
912,NCIMB_gene_2075
913,NCIMB_gene_2067
914,NCIMB_gene_2062
915,NCIMB_gene_2060
916,gene_2554
917,NCIMB_gene_2056
918,NCIMB_gene_2053
919,NCIMB_gene_2053
920,NCIMB_gene_2051
921,NCIMB_gene_2048
922,NCIMB_gene_2045
923,NCIMB_gene_2044
924,NCIMB_gene_2043
925,NCIMB_gene_836
926,NCIMB_gene_834
927,NCIMB_gene_832
928,NCIMB_gene_831
929,NCIMB_gene_830
930,NCIMB_gene_829
931,NCIMB_gene_828
932,NCIMB_gene_827
933,NCIMB_gene_826
934,NCIMB_gene_824
935,NCIMB_gene_823
936,NCIMB_gene_820
937,NCIMB_gene_818
938,NCIMB_gene_816
939,NCIMB_gene_812
940,NCIMB_gene_2902
941,NCIMB_gene_801
942,NCIMB_gene_796
943,NCIMB_gene_794
944,NCIMB_gene_793
945,NCIMB_gene_791
946,NCIMB_gene_782
947,gene_2622
948,NCIMB_gene_779
949,NCIMB_gene_775
950,NCIMB_gene_773
951,NCIMB_gene_1017
952,NCIMB_gene_771
953,NCIMB_gene_765
954,NCIMB_gene_759
955,NCIMB_gene_756
956,NCIMB_gene_755
957,NCIMB_gene_754
958,NCIMB_gene_752
959,NCIMB_gene_1431
960,gene_2654
961,NCIMB_gene_747
962,NCIMB_gene_746
963,NCIMB_gene_743
964,NCIMB_gene_735
965,NCIMB_gene_731
966,NCIMB_gene_728
967,NCIMB_gene_727
968,NCIMB_gene_726
969,NCIMB_gene_725
970,NCIMB_gene_724
971,NCIMB_gene_723
972,NCIMB_gene_722
973,NCIMB_gene_721
974,NCIMB_gene_720
975,NCIMB_gene_719
976,NCIMB_gene_718
977,NCIMB_gene_714
978,NCIMB_gene_712
979,NCIMB_gene_705
980,NCIMB_gene_704
981,NCIMB_gene_702
982,NCIMB_gene_700
983,NCIMB_gene_698
984,NCIMB_gene_696
985,NCIMB_gene_694
986,NCIMB_gene_691
987,NCIMB_gene_690
988,NCIMB_gene_689
989,NCIMB_gene_687
990,NCIMB_gene_686
991,NCIMB_gene_685
992,NCIMB_gene_684
993,NCIMB_gene_683
994,NCIMB_gene_682
995,NCIMB_gene_680
996,NCIMB_gene_676
997,NCIMB_gene_675
998,NCIMB_gene_674
999,NCIMB_gene_673
1000,NCIMB_gene_669
1001,NCIMB_gene_667
1002,NCIMB_gene_666
1003,NCIMB_gene_662
1004,NCIMB_gene_656
1005,NCIMB_gene_655
1006,NCIMB_gene_654
1007,NCIMB_gene_649
1008,NCIMB_gene_646
1009,NCIMB_gene_645
1010,NCIMB_gene_641
1011,NCIMB_gene_640
1012,NCIMB_gene_637
1013,NCIMB_gene_636
1014,NCIMB_gene_634
1015,NCIMB_gene_633
1016,NCIMB_gene_632
1017,NCIMB_gene_628
1018,NCIMB_gene_627
1019,NCIMB_gene_626
1020,NCIMB_gene_625
1021,NCIMB_gene_624
1022,NCIMB_gene_622
1023,NCIMB_gene_621
1024,NCIMB_gene_618
1025,NCIMB_gene_613
1026,NCIMB_gene_612
1027,NCIMB_gene_609
1028,NCIMB_gene_608
1029,NCIMB_gene_603
1030,NCIMB_gene_601
1031,NCIMB_gene_600
1032,NCIMB_gene_597
1033,NCIMB_gene_595
1034,NCIMB_gene_594
