RHEA_ID	DIRECTION	MASTER_ID	ID
12945	UN	12945	3.13.1.3
12949	UN	12949	4.2.1.67
12953	UN	12953	2.7.11.9
12957	UN	12957	3.1.1.6
12961	UN	12961	2.8.3.9
12965	UN	12965	2.7.1.44
12969	UN	12969	3.1.4.46
12973	UN	12973	2.7.4.3
12977	UN	12977	3.9.1.1
12981	UN	12981	1.13.11.18
12985	UN	12985	2.4.1.68
12989	UN	12989	3.1.4.49
12993	UN	12993	1.3.8.10
12997	UN	12997	2.3.1.130
13001	UN	13001	3.1.3.72
13005	UN	13005	2.1.1.115
13009	UN	13009	3.5.1.9
13013	UN	13013	2.4.1.87
13017	UN	13017	2.4.2.9
13021	UN	13021	1.14.13.82
13029	UN	13029	1.1.3.29
13033	UN	13033	5.3.1.26
13037	UN	13037	3.5.4.17
13037	UN	13037	3.5.4.18
13041	UN	13041	5.3.3.12
13049	UN	13049	5.3.1.12
13053	UN	13053	2.6.1.58
13057	UN	13057	3.1.3.29
13065	UN	13065	3.6.4.12
13065	UN	13065	3.6.4.13
13065	UN	13065	3.6.1.3
13065	UN	13065	3.6.4.6
13065	UN	13065	3.6.4.7
13065	UN	13065	3.6.4.10
13069	UN	13069	2.7.1.82
13073	UN	13073	3.6.1.40
13077	UN	13077	2.7.1.61
13081	UN	13081	3.5.1.12
13085	UN	13085	2.3.1.89
13089	UN	13089	1.7.2.2
13093	UN	13093	2.4.1.47
13097	UN	13097	4.2.1.59
13101	UN	13101	4.2.1.49
13105	UN	13105	3.1.3.19
13109	UN	13109	1.7.1.12
13113	UN	13113	1.7.1.12
13117	UN	13117	2.5.1.51
13121	UN	13121	2.7.1.71
13125	UN	13125	1.8.4.3
13129	UN	13129	2.4.1.209
13133	UN	13133	2.7.1.108
13137	UN	13137	2.1.1.142
13141	UN	13141	5.4.99.13
13145	UN	13145	2.4.1.320
13149	UN	13149	1.6.99.1
13153	UN	13153	1.1.1.92
13157	UN	13157	1.1.1.92
13161	UN	13161	1.1.1.103
13169	UN	13169	5.2.1.1
13173	UN	13173	1.20.1.1
13177	UN	13177	4.1.2.29
13181	UN	13181	7.3.2.4
13185	UN	13185	2.5.1.61
13189	UN	13189	3.1.1.26
13193	UN	13193	5.4.99.18
13197	UN	13197	3.13.1.1
13201	UN	13201	2.1.4.1
13205	UN	13205	2.7.7.64
13213	UN	13213	1.2.1.16
13213	UN	13213	1.2.1.79
13217	UN	13217	1.2.1.16
13217	UN	13217	1.2.1.24
13221	UN	13221	1.1.1.32
13233	UN	13233	2.4.2.1
13233	UN	13233	2.4.2.15
13237	UN	13237	2.6.1.16
13241	UN	13241	2.7.1.52
13245	UN	13245	4.1.3.1
13249	UN	13249	1.1.1.268
13253	UN	13253	2.7.1.159
13261	UN	13261	1.3.99.12
13265	UN	13265	2.1.4.2
13269	UN	13269	3.2.1.45
13273	UN	13273	2.8.2.19
13277	UN	13277	6.3.2.29
13281	UN	13281	1.1.1.178
13285	UN	13285	6.3.2.2
13289	UN	13289	2.7.8.15
13301	UN	13301	2.3.1.73
13305	UN	13305	2.4.1.120
13309	UN	13309	1.2.1.67
13313	UN	13313	1.5.3.1
13317	UN	13317	4.1.1.73
13321	UN	13321	1.1.1.84
13325	UN	13325	1.1.1.136
13329	UN	13329	1.3.99.4
13333	UN	13333	3.1.3.54
13337	UN	13337	3.1.1.19
13341	UN	13341	2.1.1.350
13345	UN	13345	2.5.1.58
13349	UN	13349	2.1.1.141
